filename     , method , norme , relax , regul , ePredA , ePredB , ePredavg , eDistrA , eDistrB , eDistravg , cpu   
tab34.txt    , joint  , 0     , 0.40  , 0.10  , 0.199  , 0.060  , 0.130    , 0.070   , 0.040   , 0.055     , 0.26  
tab35.txt    , joint  , 0     , 0.40  , 0.10  , 0.224  , 0.069  , 0.146    , 0.084   , 0.032   , 0.058     , 0.23  
tab36.txt    , joint  , 0     , 0.40  , 0.10  , 0.184  , 0.059  , 0.121    , 0.073   , 0.071   , 0.072     , 0.25  
tab37.txt    , joint  , 0     , 0.40  , 0.10  , 0.222  , 0.067  , 0.144    , 0.091   , 0.052   , 0.072     , 0.22  
tab38.txt    , joint  , 0     , 0.40  , 0.10  , 0.228  , 0.065  , 0.146    , 0.122   , 0.057   , 0.089     , 0.26  
tab39.txt    , joint  , 0     , 0.40  , 0.10  , 0.212  , 0.072  , 0.142    , 0.080   , 0.060   , 0.070     , 0.24  
tab4.txt     , joint  , 0     , 0.40  , 0.10  , 0.216  , 0.067  , 0.141    , 0.076   , 0.040   , 0.058     , 0.25  
tab40.txt    , joint  , 0     , 0.40  , 0.10  , 0.201  , 0.058  , 0.130    , 0.110   , 0.062   , 0.086     , 0.23  
tab41.txt    , joint  , 0     , 0.40  , 0.10  , 0.233  , 0.064  , 0.148    , 0.133   , 0.102   , 0.117     , 0.28  
tab42.txt    , joint  , 0     , 0.40  , 0.10  , 0.198  , 0.067  , 0.133    , 0.108   , 0.042   , 0.075     , 0.25  
tab43.txt    , joint  , 0     , 0.40  , 0.10  , 0.177  , 0.074  , 0.126    , 0.061   , 0.030   , 0.046     , 0.26  
tab44.txt    , joint  , 0     , 0.40  , 0.10  , 0.213  , 0.224  , 0.218    , 0.094   , 0.120   , 0.107     , 0.22  
tab45.txt    , joint  , 0     , 0.40  , 0.10  , 0.196  , 0.063  , 0.130    , 0.080   , 0.076   , 0.078     , 0.26  
tab46.txt    , joint  , 0     , 0.40  , 0.10  , 0.200  , 0.068  , 0.134    , 0.071   , 0.101   , 0.086     , 0.23  
tab47.txt    , joint  , 0     , 0.40  , 0.10  , 0.195  , 0.067  , 0.131    , 0.089   , 0.047   , 0.068     , 0.25  
tab48.txt    , joint  , 0     , 0.40  , 0.10  , 0.188  , 0.065  , 0.127    , 0.088   , 0.111   , 0.100     , 0.22  
tab49.txt    , joint  , 0     , 0.40  , 0.10  , 0.215  , 0.068  , 0.141    , 0.094   , 0.056   , 0.075     , 0.26  
tab5.txt     , joint  , 0     , 0.40  , 0.10  , 0.200  , 0.069  , 0.135    , 0.101   , 0.018   , 0.059     , 0.22  
tab50.txt    , joint  , 0     , 0.40  , 0.10  , 0.204  , 0.065  , 0.135    , 0.097   , 0.074   , 0.085     , 0.25  
tab51.txt    , joint  , 0     , 0.40  , 0.10  , 0.206  , 0.073  , 0.140    , 0.076   , 0.052   , 0.064     , 0.22  
tab52.txt    , joint  , 0     , 0.40  , 0.10  , 0.197  , 0.065  , 0.131    , 0.113   , 0.035   , 0.074     , 0.25  
tab53.txt    , joint  , 0     , 0.40  , 0.10  , 0.207  , 0.051  , 0.129    , 0.094   , 0.053   , 0.073     , 0.22  
tab54.txt    , joint  , 0     , 0.40  , 0.10  , 0.204  , 0.080  , 0.142    , 0.110   , 0.092   , 0.101     , 0.25  
tab55.txt    , joint  , 0     , 0.40  , 0.10  , 0.187  , 0.062  , 0.124    , 0.099   , 0.057   , 0.078     , 0.22  
tab56.txt    , joint  , 0     , 0.40  , 0.10  , 0.213  , 0.075  , 0.144    , 0.136   , 0.038   , 0.087     , 0.25  
tab57.txt    , joint  , 0     , 0.40  , 0.10  , 0.207  , 0.066  , 0.137    , 0.063   , 0.019   , 0.041     , 0.22  
tab58.txt    , joint  , 0     , 0.40  , 0.10  , 0.217  , 0.049  , 0.133    , 0.086   , 0.049   , 0.067     , 0.25  
tab59.txt    , joint  , 0     , 0.40  , 0.10  , 0.220  , 0.071  , 0.145    , 0.078   , 0.038   , 0.058     , 0.22  
tab6.txt     , joint  , 0     , 0.40  , 0.10  , 0.193  , 0.081  , 0.137    , 0.092   , 0.071   , 0.081     , 0.25  
tab60.txt    , joint  , 0     , 0.40  , 0.10  , 0.195  , 0.056  , 0.126    , 0.092   , 0.037   , 0.064     , 0.22  
tab61.txt    , joint  , 0     , 0.40  , 0.10  , 0.196  , 0.053  , 0.124    , 0.096   , 0.089   , 0.093     , 0.25  
tab62.txt    , joint  , 0     , 0.40  , 0.10  , 0.216  , 0.064  , 0.140    , 0.098   , 0.063   , 0.080     , 0.22  
tab63.txt    , joint  , 0     , 0.40  , 0.10  , 0.204  , 0.071  , 0.138    , 0.104   , 0.050   , 0.077     , 0.26  
tab64.txt    , joint  , 0     , 0.40  , 0.10  , 0.178  , 0.071  , 0.124    , 0.094   , 0.047   , 0.071     , 0.23  
tab65.txt    , joint  , 0     , 0.40  , 0.10  , 0.202  , 0.056  , 0.129    , 0.107   , 0.032   , 0.069     , 0.25  
tab66.txt    , joint  , 0     , 0.40  , 0.10  , 0.210  , 0.065  , 0.138    , 0.090   , 0.039   , 0.064     , 0.22  
tab67.txt    , joint  , 0     , 0.40  , 0.10  , 0.236  , 0.108  , 0.172    , 0.094   , 0.104   , 0.099     , 0.27  
tab68.txt    , joint  , 0     , 0.40  , 0.10  , 0.189  , 0.068  , 0.129    , 0.094   , 0.074   , 0.084     , 0.23  
tab69.txt    , joint  , 0     , 0.40  , 0.10  , 0.177  , 0.072  , 0.124    , 0.088   , 0.088   , 0.088     , 0.25  
tab7.txt     , joint  , 0     , 0.40  , 0.10  , 0.235  , 0.049  , 0.142    , 0.098   , 0.033   , 0.066     , 0.22  
tab70.txt    , joint  , 0     , 0.40  , 0.10  , 0.222  , 0.067  , 0.144    , 0.107   , 0.090   , 0.099     , 0.26  
tab71.txt    , joint  , 0     , 0.40  , 0.10  , 0.213  , 0.063  , 0.138    , 0.110   , 0.079   , 0.094     , 0.22  
tab72.txt    , joint  , 0     , 0.40  , 0.10  , 0.227  , 0.074  , 0.150    , 0.096   , 0.045   , 0.070     , 0.25  
tab73.txt    , joint  , 0     , 0.40  , 0.10  , 0.214  , 0.063  , 0.139    , 0.096   , 0.040   , 0.068     , 0.22  
tab74.txt    , joint  , 0     , 0.40  , 0.10  , 0.226  , 0.087  , 0.157    , 0.084   , 0.073   , 0.078     , 0.26  
tab75.txt    , joint  , 0     , 0.40  , 0.10  , 0.192  , 0.062  , 0.127    , 0.079   , 0.047   , 0.063     , 0.22  
tab76.txt    , joint  , 0     , 0.40  , 0.10  , 0.226  , 0.071  , 0.148    , 0.091   , 0.059   , 0.075     , 0.25  
tab77.txt    , joint  , 0     , 0.40  , 0.10  , 0.207  , 0.055  , 0.131    , 0.065   , 0.041   , 0.053     , 0.22  
tab78.txt    , joint  , 0     , 0.40  , 0.10  , 0.218  , 0.076  , 0.147    , 0.085   , 0.089   , 0.087     , 0.28  
tab79.txt    , joint  , 0     , 0.40  , 0.10  , 0.203  , 0.056  , 0.130    , 0.074   , 0.027   , 0.051     , 0.22  
tab8.txt     , joint  , 0     , 0.40  , 0.10  , 0.278  , 0.066  , 0.172    , 0.087   , 0.060   , 0.074     , 0.25  
tab80.txt    , joint  , 0     , 0.40  , 0.10  , 0.214  , 0.066  , 0.140    , 0.076   , 0.043   , 0.059     , 0.23  
tab81.txt    , joint  , 0     , 0.40  , 0.10  , 0.192  , 0.067  , 0.130    , 0.073   , 0.063   , 0.068     , 0.26  
tab82.txt    , joint  , 0     , 0.40  , 0.10  , 0.212  , 0.063  , 0.138    , 0.099   , 0.036   , 0.068     , 0.23  
tab83.txt    , joint  , 0     , 0.40  , 0.10  , 0.191  , 0.062  , 0.127    , 0.109   , 0.046   , 0.078     , 0.26  
tab84.txt    , joint  , 0     , 0.40  , 0.10  , 0.235  , 0.064  , 0.149    , 0.079   , 0.078   , 0.078     , 0.22  
tab85.txt    , joint  , 0     , 0.40  , 0.10  , 0.224  , 0.070  , 0.147    , 0.087   , 0.046   , 0.066     , 0.26  
tab86.txt    , joint  , 0     , 0.40  , 0.10  , 0.224  , 0.079  , 0.151    , 0.060   , 0.065   , 0.063     , 0.22  
tab87.txt    , joint  , 0     , 0.40  , 0.10  , 0.218  , 0.053  , 0.136    , 0.097   , 0.061   , 0.079     , 0.25  
tab88.txt    , joint  , 0     , 0.40  , 0.10  , 0.217  , 0.074  , 0.145    , 0.100   , 0.030   , 0.065     , 0.23  
tab89.txt    , joint  , 0     , 0.40  , 0.10  , 0.196  , 0.063  , 0.130    , 0.086   , 0.054   , 0.070     , 0.25  
tab9.txt     , joint  , 0     , 0.40  , 0.10  , 0.203  , 0.059  , 0.131    , 0.104   , 0.047   , 0.076     , 0.21  
tab90.txt    , joint  , 0     , 0.40  , 0.10  , 0.228  , 0.075  , 0.151    , 0.092   , 0.050   , 0.071     , 0.26  
tab91.txt    , joint  , 0     , 0.40  , 0.10  , 0.182  , 0.058  , 0.120    , 0.094   , 0.033   , 0.063     , 0.22  
tab92.txt    , joint  , 0     , 0.40  , 0.10  , 0.202  , 0.062  , 0.132    , 0.105   , 0.024   , 0.064     , 0.26  
tab93.txt    , joint  , 0     , 0.40  , 0.10  , 0.220  , 0.091  , 0.155    , 0.069   , 0.061   , 0.065     , 0.22  
tab94.txt    , joint  , 0     , 0.40  , 0.10  , 0.218  , 0.081  , 0.149    , 0.084   , 0.055   , 0.069     , 0.25  
tab95.txt    , joint  , 0     , 0.40  , 0.10  , 0.239  , 0.073  , 0.156    , 0.102   , 0.036   , 0.069     , 0.22  
tab96.txt    , joint  , 0     , 0.40  , 0.10  , 0.198  , 0.075  , 0.137    , 0.090   , 0.052   , 0.071     , 0.25  
tab97.txt    , joint  , 0     , 0.40  , 0.10  , 0.226  , 0.074  , 0.150    , 0.111   , 0.062   , 0.086     , 0.23  
tab98.txt    , joint  , 0     , 0.40  , 0.10  , 0.216  , 0.067  , 0.141    , 0.072   , 0.018   , 0.045     , 0.26  
tab99.txt    , joint  , 0     , 0.40  , 0.10  , 0.237  , 0.069  , 0.153    , 0.092   , 0.069   , 0.081     , 0.23  
