filename     , method , norme , relax , regul , ePredA , ePredB , ePredavg , eDistrA , eDistrB , eDistravg , cpu   
tab77.txt    , joint  , 0     , 0.40  , 0.10  , 0.521  , 0.522  , 0.521    , 0.472   , 0.394   , 0.433     , 0.14  
tab78.txt    , joint  , 0     , 0.40  , 0.10  , 0.463  , 0.258  , 0.360    , 0.298   , 0.218   , 0.258     , 0.11  
tab79.txt    , joint  , 0     , 0.40  , 0.10  , 0.241  , 0.245  , 0.243    , 0.231   , 0.194   , 0.213     , 0.11  
tab8.txt     , joint  , 0     , 0.40  , 0.10  , 0.521  , 0.249  , 0.385    , 0.373   , 0.192   , 0.283     , 0.14  
tab80.txt    , joint  , 0     , 0.40  , 0.10  , 0.499  , 0.240  , 0.369    , 0.366   , 0.273   , 0.320     , 0.10  
tab81.txt    , joint  , 0     , 0.40  , 0.10  , 0.473  , 0.246  , 0.359    , 0.402   , 0.258   , 0.330     , 0.10  
tab82.txt    , joint  , 0     , 0.40  , 0.10  , 0.255  , 0.110  , 0.182    , 0.194   , 0.165   , 0.179     , 0.16  
tab83.txt    , joint  , 0     , 0.40  , 0.10  , 0.231  , 0.220  , 0.226    , 0.206   , 0.153   , 0.179     , 0.11  
tab84.txt    , joint  , 0     , 0.40  , 0.10  , 0.251  , 0.232  , 0.241    , 0.287   , 0.228   , 0.257     , 0.11  
tab85.txt    , joint  , 0     , 0.40  , 0.10  , 0.487  , 0.248  , 0.367    , 0.401   , 0.290   , 0.346     , 0.14  
tab86.txt    , joint  , 0     , 0.40  , 0.10  , 0.261  , 0.247  , 0.254    , 0.223   , 0.224   , 0.223     , 0.12  
tab87.txt    , joint  , 0     , 0.40  , 0.10  , 0.473  , 0.238  , 0.355    , 0.318   , 0.239   , 0.278     , 0.11  
tab88.txt    , joint  , 0     , 0.40  , 0.10  , 0.499  , 0.243  , 0.371    , 0.377   , 0.287   , 0.332     , 0.14  
tab89.txt    , joint  , 0     , 0.40  , 0.10  , 0.250  , 0.221  , 0.235    , 0.258   , 0.172   , 0.215     , 0.11  
tab9.txt     , joint  , 0     , 0.40  , 0.10  , 0.222  , 0.215  , 0.218    , 0.232   , 0.176   , 0.204     , 0.10  
tab90.txt    , joint  , 0     , 0.40  , 0.10  , 0.512  , 0.419  , 0.466    , 0.438   , 0.300   , 0.369     , 0.14  
tab91.txt    , joint  , 0     , 0.40  , 0.10  , 0.205  , 0.058  , 0.132    , 0.212   , 0.162   , 0.187     , 0.13  
tab92.txt    , joint  , 0     , 0.40  , 0.10  , 0.234  , 0.262  , 0.248    , 0.265   , 0.209   , 0.237     , 0.12  
tab93.txt    , joint  , 0     , 0.40  , 0.10  , 0.409  , 0.235  , 0.322    , 0.288   , 0.248   , 0.268     , 0.14  
tab94.txt    , joint  , 0     , 0.40  , 0.10  , 0.252  , 0.232  , 0.242    , 0.264   , 0.213   , 0.239     , 0.10  
tab95.txt    , joint  , 0     , 0.40  , 0.10  , 0.241  , 0.238  , 0.239    , 0.182   , 0.134   , 0.158     , 0.11  
tab96.txt    , joint  , 0     , 0.40  , 0.10  , 0.625  , 0.508  , 0.567    , 0.488   , 0.366   , 0.427     , 0.14  
tab97.txt    , joint  , 0     , 0.40  , 0.10  , 0.231  , 0.074  , 0.152    , 0.141   , 0.124   , 0.132     , 0.11  
tab98.txt    , joint  , 0     , 0.40  , 0.10  , 0.453  , 0.252  , 0.352    , 0.309   , 0.253   , 0.281     , 0.11  
tab99.txt    , joint  , 0     , 0.40  , 0.10  , 0.568  , 0.510  , 0.539    , 0.583   , 0.437   , 0.510     , 0.14  
